title,author,publisher,publication_date,discount,price,url,canbuy
高僧傳 (上),熊琬,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010071355?loc=P_0005_008,True
紅樓夢,康來新,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010071357?loc=P_0005_009,False
鏡花緣,方瑜,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010071358?loc=P_0005_010,False
抱朴子 (下),李豐楙,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010071359?loc=P_0005_011,True
抱朴子 (上),李豐楙,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010091163?loc=P_0005_012,False
智者的低語--老子說(知識類),蔡志忠,時報出版,1987-01-15,9.0,108,https://www.books.com.tw/products/0010100271?loc=P_0005_013,False
西遊記38變II(幽默類),蔡志忠,時報出版,1987-01-15,9.0,81,https://www.books.com.tw/products/0010100274?loc=P_0005_014,False
六祖壇經,楊惠南,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100374?loc=P_0005_015,False
唐宋八大家,張健,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100376?loc=P_0005_016,False
說苑 (上),鐘克昌,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100377?loc=P_0005_017,True
鹽鐵論,詹宏志,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100378?loc=P_0005_018,True
山海經,李豐楙,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100379?loc=P_0005_019,False
世說新語,羅龍治,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100380?loc=P_0005_020,False
唐代詩選,賴芳仱,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100381?loc=P_0005_021,False
元人散曲,羅龍治,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100382?loc=P_0005_022,False
水滸傳,傅鍚壬,時報出版,1987-01-15,9.0,90,https://www.books.com.tw/products/0010100384?loc=P_0005_023,True
