title,author,publisher,publication_date,discount,price
創傷照管：照顧別人的你，更要留意自己的傷,"康妮．柏克,蘿拉．李普斯基",究竟,2020-04-01,79,292
創傷照管：照顧別人的你，更要留意自己的傷 (電子書),"康妮．柏克,蘿拉．李普斯基",究竟,2020-04-01,,259
聖經視覺解析百科：一目了然看懂神的話,"喬伊．舒瓦茲,喬許．拜爾斯,提姆．夏利",究竟,2020-03-01,9,378
聖經視覺解析百科：一目了然看懂神的話 (電子書),"喬伊．舒瓦茲,喬許．拜爾斯,提姆．夏利",究竟,2020-03-01,,294
總覺得自己沒那麼好?：一位實習醫師的冒牌者症候群實錄 (電子書),克萊兒．勒芒,究竟,2020-02-01,,203
總覺得自己沒那麼好?：一位實習醫師的冒牌者症候群實錄,克萊兒．勒芒,究竟,2020-02-01,7,203
【圖解】狡猾的讀書法：應考必備!改變順序，短時間考出好成績,佐藤大和,究竟,2020-02-01,79,213
圖解 狡猾的讀書法：應考必備!改變順序，短時間考出好成績 (電子書),佐藤大和,究竟,2020-02-01,,189
求善：臺大哲學教授的斯多噶生活講堂,苑舉正,究竟,2020-01-01,9,270
正念溝通：在衝突、委屈、情緒勒索場景下說出真心話,奧朗‧傑‧舒佛,究竟,2020-01-01,79,276
求善：臺大哲學教授的斯多噶生活講堂 (電子書),苑舉正,究竟,2020-01-01,,210
衣櫥醫生，帶你走入對的人生,賴庭荷,究竟,2019-12-01,9,315
就這麼簡單!30個小練習，讓生命大翻轉：NLP工具箱,安一心,究竟,2019-12-01,9,243
衣櫥醫生，帶你走入對的人生 (電子書),賴庭荷,究竟,2019-12-01,,245
就這麼簡單!30個小練習，讓生命大翻轉：NLP工具箱 (電子書),安一心,究竟,2019-12-01,,189
人生雖然有點難，我靠哲學搞定它,瑪莉．侯貝,究竟,2019-11-01,9,261
不懂提問，哪來一帆風順?：高手教你提升自我、拉近關係,韓根太,究竟,2019-11-01,9,252
思辨決定你的未來：沃草烙哲學讓你腦洞大開的25個思想實驗 (電子書),"朱家安,林大為,林斯諺",究竟,2019-10-01,,250
思辨決定你的未來：沃草烙哲學讓你腦洞大開的25個思想實驗,"何宗興,周詠盛,寧欣,廖育廷,張智皓,朱家安,林大為,林斯諺,沃草烙哲學作者群,洪偉,葉多涵,賴天恆,邱怡嘉,黃頌竹",究竟,2019-10-01,7,252
原來這就是B型人格：那些自戀、善變、邊緣、反社會的人在想什麼?,陳俊欽,究竟,2019-10-01,79,237
原來這就是B型人格：那些自戀、善變、邊緣、反社會的人在想什麼? (電子書),陳俊欽,究竟,2019-10-01,,210
心臟的故事：令人著迷卻又難以捉摸的生命核心 (電子書),桑迪普．裘哈爾,究竟,2019-09-01,,231
心臟的故事：令人著迷卻又難以捉摸的生命核心,桑迪普．裘哈爾,究竟,2019-09-01,9,297
海獅說歐洲趣史：歷史課本一句話，背後其實很有事,神奇海獅,究竟,2019-09-01,79,244
海獅說歐洲趣史：歷史課本一句話，背後其實很有事 (電子書),神奇海獅,究竟,2019-09-01,,217
內向者的溝通課：把害羞、慢熱、緊張、沒自信化為你的優勢,兆民,究竟,2019-08-01,79,237
厭世廢文觀止：英雄豪傑競靠腰，國文課本沒有教,厭世國文老師,究竟,2019-07-01,79,252
厭世廢文觀止：英雄豪傑競靠腰，國文課本沒有教 (電子書),厭世國文老師,究竟,2019-07-01,,224
為誰辯護：判決之外，11個法律故事的人性思考,莎拉．蘭佛德,究竟,2019-06-01,9,333
